"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"CHAI","Core AI Holdings Inc","Communication Services","Internet Content & Information","Canada",44.82,,0.11%,0.72%,0.43,-81.44%,-94.59%,3.00,331.31
"SKIL","Skillsoft Corp","Consumer Defensive","Education & Training Services","USA",86.74,,37.33%,6.53%,4.01,-37.55%,-31.92%,2.00,72.35
"NNDM","Nano Dimension Ltd ADR","Technology","Computer Hardware","Israel",338.46,,34.75%,4.37%,2.81,9.15%,-25.84%,1.00,3311.13
"GAP","Gap, Inc","Consumer Cyclical","Apparel Retail","USA",9001.61,10.87,60.94%,9.03%,2.23,12.84%,15.52%,2.10,9879.85
"WMG","Warner Music Group Corp","Communication Services","Entertainment","USA",16142.06,44.58,29.71%,4.16%,3.19,-9.11%,-5.96%,1.72,1861.86
"BV","BrightView Holdings Inc","Industrials","Specialty Business Services","USA",1159.13,281.38,80.09%,4.20%,3.57,-16.34%,-22.53%,2.22,836.17
"ATKR","Atkore Inc","Industrials","Electrical Equipment & Parts","USA",2024.39,,97.84%,6.56%,3.87,2.21%,-30.32%,2.33,560.57
"ALRM","Alarm.com Holdings Inc","Technology","Software - Application","USA",2456.58,20.84,97.21%,5.07%,6.22,-14.84%,-17.59%,2.43,383.49
"VIPS","Vipshop Holdings Ltd ADR","Consumer Cyclical","Internet Retail","China",7764.41,9.80,68.05%,1.07%,1.61,10.23%,40.99%,2.12,2748.52
"QTRX","Quanterix Corp","Healthcare","Medical Devices","USA",283.53,,77.10%,9.24%,6.69,29.98%,-45.12%,3.00,562.04
"SCL","Stepan Co","Basic Materials","Specialty Chemicals","USA",990.37,22.15,86.12%,1.90%,2.23,-13.38%,-41.86%,2.50,183.36
"CPB","Campbells Co","Consumer Defensive","Packaged Foods","USA",9391.04,15.71,65.80%,16.10%,5.06,-3.00%,-27.53%,3.10,6077.37
"AEO","American Eagle Outfitters Inc","Consumer Cyclical","Apparel Retail","USA",3041.32,17.29,99.56%,14.97%,2.28,43.68%,3.04%,3.25,10110.88
"NAVI","Navient Corp","Financial","Credit Services","USA",1146.20,,103.22%,8.03%,9.65,-13.18%,-20.63%,3.30,789.32
