"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"IQST","iQSTEL Inc","Communication Services","Telecom Services","USA",25.36,,3.94%,4.17%,1.44,-32.08%,-49.06%,1.00,95.42
"PFE","Pfizer Inc","Healthcare","Drug Manufacturers - General","USA",154703.82,14.47,66.72%,1.99%,2.50,7.46%,-6.46%,2.48,45244.55
"BOLT","Bolt Biotherapeutics Inc","Healthcare","Biotechnology","USA",10.86,,17.56%,5.82%,4.62,-4.23%,-54.38%,2.33,16.78
"CAG","Conagra Brands Inc","Consumer Defensive","Packaged Foods","USA",9214.65,8.03,93.92%,5.04%,2.02,-8.70%,-40.56%,2.95,11812.70
"LXP","LXP Industrial Trust","Real Estate","REIT - Industrial","USA",2783.34,34.01,98.60%,3.93%,3.19,12.02%,-7.38%,1.86,3535.24
"MUR","Murphy Oil Corp","Energy","Oil & Gas E&P","USA",4223.43,15.36,95.59%,13.76%,7.91,20.24%,-12.27%,2.95,2317.77
"ARR","ARMOUR Residential REIT Inc","Real Estate","REIT - Mortgage","USA",1735.76,,40.92%,7.39%,2.24,-8.49%,-24.82%,2.60,3690.33
"APA","APA Corporation","Energy","Oil & Gas E&P","USA",8966.13,8.41,94.69%,11.13%,5.60,28.58%,2.16%,2.97,6989.71
"F","Ford Motor Co","Consumer Cyclical","Auto Manufacturers","USA",48832.89,15.66,62.25%,4.52%,2.77,4.25%,15.65%,3.00,63640.19
"CAVA","Cava Group Inc","Consumer Cyclical","Restaurants","USA",7150.90,51.95,73.70%,12.14%,2.58,-25.44%,-50.17%,1.81,4668.56
"IIM","Invesco Value Municipal Income Trust","Financial","Closed-End Fund - Debt","USA",599.65,28.31,18.96%,0.26%,0.85,8.98%,-0.62%,,146.54
"DNL","WisdomTree Global ex-U.S. Quality Dividend Growth Fund","Financial","Exchange Traded Fund","USA",,,,,0.06,1.33%,3.21%,,30.28
"WF","Woori Financial Group Inc ADR","Financial","Banks - Regional","South Korea",13844.76,7.16,2.97%,0.05%,2.16,13.25%,54.78%,1.60,58.75
"BIPC","Brookfield Infrastructure Corp","Utilities","Utilities - Regulated Gas","USA",5493.70,,62.32%,5.72%,11.89,-2.00%,-4.13%,3.00,572.16
"SG","Sweetgreen Inc","Consumer Cyclical","Restaurants","USA",953.97,,93.32%,22.29%,3.87,-43.96%,-77.55%,2.00,5919.10
"RKT","Rocket Companies Inc","Financial","Mortgage Finance","USA",41227.54,,88.91%,48.56%,5.34,34.45%,9.36%,2.58,22509.14
"VGM","Invesco Trust for Investment Grade Municipals","Financial","Closed-End Fund - Debt","USA",554.25,26.89,30.42%,0.27%,0.66,6.57%,-2.57%,,223.13
"BIP","Brookfield Infrastructure Partners L.P","Utilities","Utilities - Diversified","Bermuda",21650.58,1710.82,57.48%,0.10%,0.86,-1.78%,-5.68%,1.33,527.54
"VLT","Invesco High Income Trust II","Financial","Closed-End Fund - Debt","USA",73.49,9.92,14.84%,0.74%,2.59,2.91%,-1.31%,,18.59
"GNL","Global Net Lease Inc","Real Estate","REIT - Diversified","USA",1809.73,,69.20%,3.93%,4.96,6.23%,-4.10%,1.86,1571.61
"IQI","Invesco Quality Municipal Income Trust","Financial","Closed-End Fund - Debt","USA",524.61,26.11,25.33%,0.32%,0.83,4.86%,-4.62%,,201.93
"IVZ","Invesco Ltd","Financial","Asset Management","USA",10297.30,24.80,92.43%,3.05%,2.37,39.18%,30.90%,2.67,5702.45
"VTN","Invesco Trust For Investment Grade New York Municipals","Financial","Closed-End Fund - Debt","USA",162.01,38.24,11.62%,0.24%,0.79,5.57%,-3.90%,,45.29
"VKI","Invesco Advantage Municipal Income Trust II","Financial","Closed-End Fund - Debt","USA",391.66,26.73,24.63%,0.29%,0.86,4.75%,-4.96%,,151.59
"GIS","General Mills, Inc","Consumer Defensive","Packaged Foods","USA",27044.22,9.60,86.49%,5.59%,4.95,-5.81%,-31.84%,2.87,6004.86
"DOW","Dow Inc","Basic Materials","Chemicals","USA",16338.86,,68.95%,3.99%,1.87,-19.77%,-58.15%,2.80,15054.77
"MMD","NYLI MacKay DefinedTerm Muni Opportunities Fund","Financial","Closed-End Fund - Debt","USA",285.45,,87.14%,0.08%,0.23,2.15%,-9.95%,,65.71
