"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"MWG","Multi Ways Holdings Ltd","Industrials","Rental & Leasing Services","Singapore",9.85,,0.40%,2.11%,0.35,12.31%,11.93%,,564.21
"BURU","Nuburu Inc","Industrials","Specialty Industrial Machinery","USA",52.88,,0.58%,15.50%,0.17,29.66%,-33.98%,,123529.49
"IGC","IGC Pharma Inc","Healthcare","Biotechnology","USA",37.41,,3.30%,0.41%,0.31,7.56%,-1.05%,1.00,909.65
"MSN","Emerson Radio Corp","Technology","Consumer Electronics","USA",10.94,,4.16%,2.34%,0.09,18.23%,3.61%,,1517.17
"RYDE","Ryde Group Ltd","Technology","Software - Application","Singapore",24.34,,0.58%,4.49%,0.41,78.09%,-10.45%,1.00,1824.15
"RLYB","Rallybio Corp","Healthcare","Biotechnology","USA",25.49,,28.48%,1.35%,0.78,21.10%,-43.52%,2.50,362.64
"ORGN","Origin Materials Inc","Basic Materials","Chemicals","USA",108.71,,11.09%,2.25%,2.43,-0.67%,-48.20%,1.00,1248.86
"XTNT","Xtant Medical Holdings Inc","Healthcare","Medical Devices","USA",112.14,,62.85%,0.09%,0.78,27.14%,45.58%,1.00,134.42
"TOON","Kartoon Studios Inc","Communication Services","Entertainment","USA",43.09,,13.07%,2.39%,4.45,8.15%,3.47%,1.00,265.12
"TLPH","Talphera Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",52.42,,18.78%,3.16%,0.42,166.33%,22.34%,1.00,2451.76
"MAPS","WM Technology Inc","Technology","Software - Application","USA",187.09,13.76,39.21%,1.39%,0.89,23.14%,32.02%,2.00,1313.24
"BGI","Birks Group Inc","Consumer Cyclical","Luxury Goods","Canada",23.32,,1.51%,8.43%,0.19,45.05%,-47.58%,,1140.22
"CRDL","Cardiol Therapeutics Inc","Healthcare","Drug Manufacturers - Specialty & Generic","Canada",99.64,,10.93%,2.56%,2.08,-22.22%,-36.36%,1.00,979.02
"CISO","CISO Global Inc","Technology","Software - Infrastructure","USA",43.16,,3.72%,2.17%,0.84,20.19%,39.98%,1.00,733.90
"LUCD","Lucid Diagnostics Inc","Healthcare","Medical Devices","USA",175.65,,14.87%,7.75%,3.06,17.43%,48.84%,1.00,1203.83
"DXST","Decent Holding Inc","Industrials","Waste Management","China",20.10,13.28,0.41%,0.38%,0.15,8.06%,,,30.89
"EM","Smart Share Global Ltd ADR","Consumer Cyclical","Personal Services","China",294.51,,9.67%,0.03%,0.07,18.26%,86.30%,1.00,953.10
"RDZN","Roadzen Inc","Technology","Software - Application","USA",105.67,,5.30%,1.53%,1.61,7.75%,59.77%,1.00,428.68
"IFRX","InflaRx N.V","Healthcare","Biotechnology","Germany",93.99,,24.83%,2.46%,2.61,59.65%,-9.09%,1.38,590.79
"LAB","Standard BioTools Inc","Healthcare","Medical Devices","USA",542.43,,74.17%,3.24%,8.97,0.00%,-22.83%,2.33,1320.19
"HUDI","Huadi International Group Co Ltd","Basic Materials","Steel","China",20.70,,0.70%,0.78%,0.04,18.85%,-31.16%,,785.09
"SMRT","SmartRent Inc","Technology","Software - Application","USA",280.23,,53.58%,2.22%,2.88,29.57%,-13.87%,3.00,1232.15
"PRHI","Presurance Holdings Inc","Financial","Insurance - Property & Casualty","USA",18.46,0.62,3.35%,7.18%,0.17,59.62%,37.27%,5.00,1448.59
"TROO","TROOPS Inc","Financial","Credit Services","Hong Kong",165.41,,0.18%,0.07%,0.10,91.49%,-35.44%,,271.97
"NNVC","NanoViricides Inc","Healthcare","Biotechnology","USA",26.67,,7.67%,0.28%,0.30,-10.00%,2.00%,1.00,156.59
"PRLD","Prelude Therapeutics Inc","Healthcare","Biotechnology","USA",91.68,,28.81%,2.11%,2.13,90.12%,-7.95%,2.00,242.13
"POWW","Outdoor Holding Co","Industrials","Aerospace & Defense","USA",190.89,,50.48%,4.98%,8.47,40.52%,38.14%,2.00,518.97
"OVID","Ovid Therapeutics Inc","Healthcare","Biotechnology","USA",115.91,,35.27%,6.44%,1.36,209.00%,36.97%,1.00,2813.49
"SKYX","SKYX Platforms Corp","Industrials","Electrical Equipment & Parts","USA",184.57,,12.86%,3.67%,4.96,53.27%,31.20%,1.00,507.51
"FATE","Fate Therapeutics Inc","Healthcare","Biotechnology","USA",190.29,,70.54%,6.89%,3.88,26.92%,-48.28%,2.18,1942.23
"IRWD","Ironwood Pharmaceuticals Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",269.64,,89.94%,3.01%,3.51,107.79%,-59.31%,3.00,1339.02
"ATNM","Actinium Pharmaceuticals Inc","Healthcare","Biotechnology","USA",52.10,,20.00%,2.72%,5.22,-2.91%,-11.17%,1.00,157.28
"ZNTL","Zentalis Pharmaceuticals Inc","Healthcare","Biotechnology","USA",123.35,,69.77%,8.49%,6.91,18.75%,-45.19%,2.11,714.34
"MAGH","Magnitude International Ltd","Industrials","Engineering & Construction","Singapore",60.20,,,,0.24,,,,352.05
"NWGL","Nature Wood Group Ltd ADR","Basic Materials","Lumber & Wood Production","China",28.96,,0.06%,,0.51,69.90%,13.63%,,56.22
"LOOP","Loop Industries Inc","Basic Materials","Specialty Chemicals","Canada",86.48,,6.55%,2.29%,2.47,7.14%,17.04%,1.00,201.48
"CTXR","Citius Pharmaceuticals Inc","Healthcare","Biotechnology","USA",33.62,,4.94%,9.09%,2.21,18.18%,-80.27%,2.00,716.12
"RMCF","Rocky Mountain Chocolate Factory Inc","Consumer Defensive","Confectioners","USA",14.31,,44.07%,2.13%,0.40,4.26%,-24.17%,1.00,312.34
"CAN","Canaan Inc ADR","Technology","Computer Hardware","Singapore",847.15,,17.32%,13.52%,0.73,157.88%,87.13%,1.33,49659.25
"INTZ","Intrusion Inc","Technology","Software - Infrastructure","USA",37.61,,3.42%,3.27%,2.01,1.61%,139.88%,2.00,266.60
"BTBD","BT Brands Inc","Consumer Cyclical","Restaurants","USA",11.29,,1.15%,3.48%,0.03,23.38%,18.75%,,4038.99
"RPTX","Repare Therapeutics Inc","Healthcare","Biotechnology","Canada",84.20,,38.14%,2.01%,5.19,24.05%,-44.32%,1.67,119.69
"RDGT","Ridgetech Inc","Healthcare","Pharmaceutical Retailers","China",11.53,,0.79%,1.70%,1.84,52.71%,10.67%,,34.05
"GANX","Gain Therapeutics Inc","Healthcare","Biotechnology","USA",71.18,,10.54%,3.72%,2.05,22.22%,-26.39%,1.00,619.93
"APUS","Apimeds Pharmaceuticals US Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",24.91,,0.23%,1.84%,0.36,-3.41%,,,114.84
"REFR","Research Frontiers Inc","Technology","Electronic Components","USA",67.30,,13.08%,1.08%,6.32,16.96%,-0.99%,1.00,44.31
"PACB","Pacific Biosciences of California Inc","Healthcare","Medical Devices","USA",606.75,,56.82%,12.96%,4.74,23.17%,12.22%,2.27,7272.71
"PSHG","Performance Shipping Inc","Industrials","Marine Shipping","Greece",25.24,1.02,4.68%,4.37%,4.27,11.73%,-0.49%,1.00,104.31
"GREE","Greenidge Generation Holdings Inc","Financial","Capital Markets","USA",32.44,,4.38%,3.04%,1.20,26.61%,-17.86%,1.00,245.00
"SPWR","SunPower Inc","Technology","Solar","USA",175.36,,19.64%,20.31%,5.89,23.39%,-14.23%,1.00,1812.78
"IPHA","Innate Pharma ADR","Healthcare","Biotechnology","France",202.77,,0.11%,,3.61,0.00%,14.58%,2.00,14.71
"ABOS","Acumen Pharmaceuticals Inc","Healthcare","Biotechnology","USA",133.87,,54.75%,2.84%,4.00,51.37%,-21.07%,1.00,333.40
"LANV","Lanvin Group Holdings Limited","Consumer Cyclical","Luxury Goods","China",260.79,,2.40%,0.05%,0.16,0.90%,19.25%,3.00,83.35
"SND","Smart Sand Inc","Energy","Oil & Gas Equipment & Services","USA",97.57,123.08,26.17%,0.37%,1.12,17.74%,9.53%,3.00,100.77
"DWSN","Dawson Geophysical Company","Energy","Oil & Gas Equipment & Services","USA",69.86,,86.36%,0.14%,0.65,51.01%,25.00%,2.00,69.26
"ASTI","Ascent Solar Technologies Inc","Technology","Solar","USA",6.89,,1.16%,9.48%,0.37,30.64%,-12.40%,,713.26
"WTI","W & T Offshore Inc","Energy","Oil & Gas E&P","USA",335.25,,35.48%,21.47%,12.22,23.50%,7.11%,1.00,1712.99
"HYLN","Hyliion Holdings Corporation","Consumer Cyclical","Auto Parts","USA",400.00,,28.06%,14.14%,11.98,39.88%,-13.64%,2.00,1404.75
"QSI","Quantum-Si Incorporated","Healthcare","Medical Devices","USA",463.71,,28.64%,12.79%,1.70,27.93%,186.21%,1.67,11762.56
"SEER","Seer Inc","Healthcare","Biotechnology","USA",128.87,,31.82%,4.74%,12.44,5.00%,24.19%,2.33,125.48
"ONMD","OneMedNet Corp","Healthcare","Health Information Services","USA",108.32,,17.95%,2.29%,0.06,371.89%,235.24%,,11401.21
"PLX","Protalix BioTherapeutics Inc","Healthcare","Biotechnology","USA",188.17,31.89,15.60%,6.19%,6.02,57.33%,122.64%,1.00,781.93
"BWEN","Broadwind Inc","Industrials","Specialty Industrial Machinery","USA",55.07,,26.76%,0.19%,0.15,-14.64%,12.74%,1.00,242.73
"OKYO","OKYO Pharma Limited","Healthcare","Biotechnology","United Kingdom",89.89,,7.37%,0.10%,0.17,-12.45%,132.04%,1.00,140.52
"NKTX","Nkarta Inc","Healthcare","Biotechnology","USA",171.17,,72.44%,17.04%,12.63,9.55%,-42.07%,1.29,759.27
"AWRE","Aware Inc","Technology","Software - Application","USA",53.18,,19.83%,0.38%,1.18,11.38%,20.53%,1.00,37.71
"CTW","CTW Cayman","Communication Services","Electronic Gaming & Multimedia","Japan",30.00,58.96,,2.14%,0.20,,,,254.88
"ELOG","Eastern International Ltd","Industrials","Integrated Freight & Logistics","China",30.41,17.08,,,0.15,,,,103.47
"LEDS","Semileds Corp","Technology","Semiconductors","Taiwan",20.97,,0.97%,0.49%,0.31,37.47%,105.48%,1.00,42.50
"TYGO","Tigo Energy Inc","Technology","Solar","USA",168.29,,14.13%,0.61%,0.15,109.84%,104.80%,1.00,1214.04
"TAIT","Taitron Components Inc","Technology","Electronics & Computer Distribution","USA",15.41,,14.03%,1.67%,0.14,15.24%,-10.49%,,396.89
"BRLT","Brilliant Earth Group Inc","Consumer Cyclical","Luxury Goods","USA",262.35,,28.03%,1.27%,0.15,67.52%,64.38%,2.33,1134.15
"QIPT","Quipt Home Medical Corp","Healthcare","Medical Distribution","USA",114.68,,51.97%,3.88%,2.95,23.36%,-6.05%,1.40,472.17
"GROW","U.S. Global Investors, Inc","Financial","Asset Management","USA",34.61,,28.64%,0.14%,0.39,8.53%,9.87%,,35.65
"OPAL","OPAL Fuels Inc","Utilities","Utilities - Regulated Gas","USA",468.17,47.20,43.55%,10.32%,7.89,8.00%,-30.05%,2.43,229.05
"MRM","MEDIROM Healthcare Technologies Inc ADR","Consumer Cyclical","Personal Services","Japan",21.41,7.40,0.98%,,0.18,123.05%,-9.82%,1.00,4778.04
"EDSA","Edesa Biotech Inc","Healthcare","Biotechnology","Canada",19.28,,29.99%,0.17%,0.17,17.60%,-27.13%,1.00,55.00
"ANEB","Anebulo Pharmaceuticals Inc","Healthcare","Biotechnology","USA",112.98,,54.14%,0.75%,1.63,-12.42%,49.42%,3.00,112.29
"WRAP","Wrap Technologies Inc","Technology","Scientific & Technical Instruments","USA",142.67,,8.87%,16.81%,16.44,102.19%,64.88%,3.00,346.11
"AEI","Alset Inc","Real Estate","Real Estate - Development","USA",110.21,,0.60%,9.18%,0.65,96.50%,60.57%,,566.90
"BHR","Braemar Hotels & Resorts Inc","Real Estate","REIT - Hotel & Motel","USA",191.70,,47.11%,1.87%,2.46,18.57%,-8.77%,3.00,429.43
"PRQR","ProQR Therapeutics N.V","Healthcare","Biotechnology","Netherlands",306.17,,37.81%,3.02%,4.85,29.91%,-23.02%,1.00,431.62
"MYSE","Myseum Inc","Technology","Software - Application","USA",12.30,,5.05%,5.24%,1.58,14.23%,105.54%,,129.60
"SABS","SAB Biotherapeutics Inc","Healthcare","Biotechnology","USA",31.55,,38.11%,8.04%,2.47,19.76%,6.32%,1.00,280.53
"AKBA","Akebia Therapeutics Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",803.39,,41.66%,11.51%,8.30,-15.60%,84.76%,1.00,3533.46
"MAMO","Massimo Group","Consumer Cyclical","Recreational Vehicles","USA",126.59,,0.12%,0.75%,0.94,15.59%,-13.64%,,37.39
"CLNE","Clean Energy Fuels Corp","Energy","Oil & Gas Refining & Marketing","USA",671.02,,45.96%,5.48%,4.92,41.67%,7.75%,1.25,1579.21
