"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"ANNX","Annexon Inc","Healthcare","Biotechnology","USA",347.24,,86.09%,10.65%,5.47,33.90%,-55.43%,1.00,1862.21
"SY","So-Young International Inc ADR","Healthcare","Health Information Services","China",435.07,,8.34%,0.69%,0.49,-12.21%,418.94%,1.00,1260.10
"PRPL","Purple Innovation Inc","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",80.74,,64.46%,1.73%,3.20,-9.61%,-20.77%,2.20,556.55
"NOTE","FiscalNote Holdings Inc","Technology","Information Technology Services","USA",49.28,,29.47%,15.17%,6.57,-50.08%,-66.20%,1.00,270.75
"LFVN","Lifevantage Corporation","Consumer Defensive","Packaged Foods","USA",96.03,9.82,70.88%,17.91%,11.99,-43.16%,-44.00%,1.00,147.93
"MYGN","Myriad Genetics, Inc","Healthcare","Diagnostics & Research","USA",632.93,,98.14%,8.78%,4.84,7.44%,-61.92%,3.15,1604.26
"LRMR","Larimar Therapeutics Inc","Healthcare","Biotechnology","USA",283.41,,43.23%,18.13%,3.45,-7.51%,-56.26%,1.09,2558.85
"CYRX","CryoPort Inc","Industrials","Integrated Freight & Logistics","USA",439.09,,89.44%,6.18%,3.52,16.01%,14.34%,1.22,837.46
"JSPR","Jasper Therapeutics Inc","Healthcare","Biotechnology","USA",55.85,,44.55%,6.56%,4.60,-18.37%,-90.92%,1.50,336.28
"HRTX","Heron Therapeutics Inc","Healthcare","Biotechnology","USA",208.59,,73.95%,18.08%,16.55,-13.82%,-36.09%,1.00,1987.97
"PSNY","Polestar Automotive Holding UK PLC ADR","Consumer Cyclical","Auto Manufacturers","Sweden",1867.45,,3.38%,1.64%,8.63,-20.48%,-32.86%,4.00,4320.00
"BRCC","BRC Inc","Consumer Defensive","Packaged Foods","USA",328.07,,37.36%,7.09%,9.51,-8.33%,-58.23%,2.00,749.33
"MERC","Mercer International Inc","Basic Materials","Paper & Paper Products","Canada",131.29,,48.94%,4.04%,2.54,-33.56%,-68.94%,3.00,628.11
"ACDC","ProFrac Holding Corp","Energy","Oil & Gas Equipment & Services","USA",971.28,,7.70%,26.09%,1.37,-14.90%,-13.94%,3.60,1830.12
"PACK","Ranpak Holdings Corp","Consumer Cyclical","Packaging & Containers","USA",455.63,,76.92%,4.50%,4.16,36.71%,-13.18%,1.67,782.71
"TZUP","Thumzup Media Corp","Communication Services","Advertising Agencies","USA",71.79,,1.39%,9.74%,1.58,-71.93%,-21.94%,,633.21
"CMPS","Compass Pathways Plc ADR","Healthcare","Medical Care Facilities","United Kingdom",523.16,,51.38%,6.04%,3.03,27.33%,19.44%,1.20,1808.34
"CYBN","Cybin Inc","Healthcare","Biotechnology","Canada",142.78,,39.07%,16.14%,4.59,-18.79%,-40.22%,1.00,762.03
"IPSC","Century Therapeutics Inc","Healthcare","Biotechnology","USA",49.03,,23.47%,0.83%,0.40,11.87%,-54.96%,1.00,864.52
"BCYC","Bicycle Therapeutics Plc ADR","Healthcare","Biotechnology","United Kingdom",311.69,,74.15%,3.49%,5.22,-18.30%,-73.36%,1.69,294.35
"HPP","Hudson Pacific Properties Inc","Real Estate","REIT - Office","USA",937.18,,113.47%,8.41%,5.73,-2.40%,-42.59%,2.50,5483.51
"OEC","Orion S.A","Basic Materials","Specialty Chemicals","Luxembourg",255.48,,92.40%,2.01%,1.57,-56.79%,-70.03%,3.00,696.00
